1118,3,55,40,5,45,1700,1800
1118,4,70,30,0,35,1800,1900
1118,5,75,25,0,20,1900,2000
1118,6,80,20,0,10,2000,2100
1118,7,65,35,0,5,2000,2100
1118,8,60,40,0,5,1900,2000
1118,9,55,45,0,20,1800,1900
1118,10,45,45,10,40,1700,1800
1118,11,50,20,30,60,1630,1730
1118,12,50,15,35,80,1600,1700
1144,1,35,45,20,60,1600,1700
1144,2,45,40,15,55,1630,1730
1144,3,50,35,15,40,1700,1800
1144,4,60,40,0,25,1800,1900
1144,5,50,30,20,80,1900,2000
1144,6,70,30,0,20,2000,2100
1144,7,90,10,0,5,2000,2100
1144,8,45,35,20,60,1900,2000
1144,9,50,40,10,40,1800,1900
1144,10,90,10,0,5,1700,1800
1144,11,70,30,0,15,1630,1730
1144,12,85,15,0,5,1600,1700
1170,1,60,40,0,30,1600,1700
1170,2,65,35,0,20,1630,1730
1170,3,70,30,0,15,1700,1800
1170,4,75,25,0,5,1800,1900
1170,5,85,15,0,0,1900,2000
1170,6,90,10,0,0,2000,2100
1170,7,95,5,0,0,2000,2100
1170,8,95,5,0,0,1900,2000
1170,9,90,10,0,0,1800,1900
1170,10,70,30,0,5,1700,1800
1170,11,70,30,0,15,1630,1730
1170,12,60,40,0,20,1600,1700
1196,1,50,10,40,60,1600,1700
1196,2,50,15,35,55,1630,1730
1196,3,45,35,20,40,1700,1800
1196,4,60,40,0,25,1800,1900
1196,5,80,20,0,15,1900,2000
1196,6,85,15,0,5,2000,2100
1196,7,90,10,0,5,2000,2100
1196,8,90,10,0,10,1900,2000
1196,9,80,20,0,20,1800,1900
1196,10,45,40,15,40,1700,1800
1196,11,40,10,50,60,1630,1730
1196,12,40,10,50,80,1600,1700
1222,1,50,30,20,65,1600,1700
1222,2,50,30,20,50,1630,1730
1222,3,50,35,15,35,1700,1800
1222,4,60,40,0,20,1800,1900
1222,5,80,20,0,15,1900,2000
1222,6,75,25,0,15,2000,2100
1222,7,75,25,0,15,2000,2100
1222,8,80,20,0,15,1900,2000
1222,9,70,30,0,20,1800,1900
1222,10,50,50,0,35,1700,1800
1222,11,45,40,15,55,1630,1730
1222,12,50,30,20,65,1600,1700
1257,1,60,40,0,30,1600,1700
1257,2,65,35,0,20,1630,1730
1257,3,70,30,0,15,1700,1800
1257,4,80,20,0,5,1800,1900
1257,5,85,15,0,0,1900,2000
1257,6,90,10,0,0,2000,2100
1257,7,100,0,0,0,2000,2100
1257,8,100,0,0,0,1900,2000
1257,9,90,10,0,0,1800,1900
1257,10,80,20,0,12,1700,1800
1257,11,70,30,0,20,1630,1730
1257,12,60,40,0,25,1600,1700
1328,1,50,15,35,60,1600,1700
1328,2,50,25,25,55,1630,1730
1328,3,55,40,5,40,1700,1800
1328,4,70,30,0,25,1800,1900
1328,5,75,25,0,15,1900,2000
1328,6,80,20,0,10,2000,2100
1328,7,65,35,0,10,2000,2100
1328,8,60,40,0,10,1900,2000
1328,9,55,45,0,20,1800,1900
1328,10,45,45,10,40,1700,1800
1328,11,50,20,30,60,1630,1730
1328,12,50,15,35,80,1600,1700
1354,1,40,35,25,60,1600,1700
1354,2,40,40,20,50,1630,1730
1354,3,50,30,20,30,1700,1800
1354,4,55,35,10,20,1800,1900
1354,5,70,30,0,10,1900,2000
1354,6,80,20,0,5,2000,2100
1354,7,90,10,0,5,2000,2100
1354,8,85,15,0,5,1900,2000
1354,9,75,25,0,15,1800,1900
1354,10,45,45,10,35,1700,1800
1354,11,45,40,15,50,1630,1730
1354,12,50,20,30,65,1600,1700
1380,1,50,40,10,60,1600,1700
1380,2,55,35,10,50,1630,1730
1380,3,60,40,0,30,1700,1800
1380,4,75,25,0,20,1800,1900
1380,5,70,30,0,10,1900,2000
1380,6,80,20,0,5,2000,2100
1380,7,85,15,0,0,2000,2100
1380,8,90,10,0,0,1900,2000
1380,9,65,35,0,10,1800,1900
1380,10,50,40,10,30,1700,1800
1380,11,45,45,10,50,1630,1730
1380,12,45,40,15,60,1600,1700
1429,1,80,20,0,30,1600,1700
1429,2,85,15,0,20,1630,1730
1429,3,85,15,0,15,1700,1800
1429,4,90,10,0,5,1800,1900
1429,5,90,10,0,0,1900,2000
1429,6,95,5,0,0,2000,2100
1429,7,100,0,0,0,2000,2100
1429,8,100,0,0,25,1900,2000
1429,9,95,5,0,0,1800,1900
1429,10,85,15,0,5,1700,1800
1429,11,80,20,0,15,1630,1730
1429,12,70,30,0,20,1600,1700
1473,1,85,15,0,0,2000,2100
1473,2,80,20,0,0,1900,2000
1473,3,80,20,0,5,1800,1900
1473,4,80,20,0,15,1700,1800
1473,5,80,20,0,25,1630,1730
1473,6,80,20,0,30,1600,1700
1473,7,85,15,0,30,1600,1700
1473,8,85,15,0,25,1630,1730
1473,9,90,10,0,15,1700,1800
1473,10,85,15,0,5,1800,1900
1473,11,85,15,0,0,1900,2000
1473,12,85,15,0,0,2000,2100
1489,1,90,10,0,10,1600,1700
1489,2,90,10,0,5,1630,1730
1489,3,90,10,0,5,1700,1800
1489,4,85,15,0,5,1800,1900
1489,5,85,15,0,10,1900,2000
1489,6,70,30,0,20,2000,2100
1489,7,50,50,0,20,2000,2100
1489,8,60,40,0,20,1900,2000
1489,9,70,30,0,20,1800,1900
1489,10,85,10,5,10,1700,1800
1489,11,80,10,10,10,1630,1730
1489,12,75,10,15,10,1600,1700
1574,1,60,40,0,30,1730,1830
1574,2,70,30,0,15,1730,1830
1574,3,70,30,0,15,1730,1830
1574,4,65,35,0,20,1700,1800
1574,5,60,40,0,20,1700,1800
1574,6,70,30,0,15,1700,1800
1574,7,75,25,0,5,1700,1800
1574,8,85,15,0,0,1700,1800
1574,9,90,10,0,0,1700,1800
1574,10,90,10,0,0,1730,1830
1574,11,90,10,0,0,1730,1830
1574,12,90,10,0,0,1730,1830
