Date,Local Time,Home ID,Away ID
20130112,2000,73,614
20130112,2000,379,58
20130111,2100,74,59
20130119,2000,614,110456
20130119,2000,217,294
20130119,2000,226,379
20130118,2100,59,73
20130120,1700,65,72
20130120,2100,219,70
20130119,2000,66,111271
20130119,1700,58,74
20130120,1400,378,1819
20130119,2000,1809,1823
20130127,1400,1823,217
20130126,2000,1819,58
20130126,2000,294,378
20130126,2000,111271,614
20130126,2000,70,226
20130126,1700,72,59
20130127,2100,73,65
20130126,2000,379,1809
20130125,2100,74,219
20130127,1700,110456,66
20130201,2100,219,1823
20130202,1700,226,1819
20130202,2000,65,294
20130202,2000,58,111271
20130202,2000,378,72
20130202,2000,614,66
20130203,2100,1809,73
20130203,1700,70,379
20130202,2000,217,74
20130203,1400,59,110456
20130209,2000,72,217
20130209,2000,294,226
20130209,2000,614,59
20130210,2100,66,65
20130209,1700,1819,70
20130209,2000,111271,219
20130208,2100,73,58
20130209,2000,110456,378
20130210,1400,1823,379
20130210,1700,74,1809
20130216,2000,378,614
20130216,2000,70,1823
20130217,1400,379,1819
20130216,2000,1809,294
20130216,2000,217,111271
20130216,2000,58,72
20130215,2100,59,66
20130216,1700,226,73
20130217,2100,65,74
20130217,1700,219,110456
20130223,2000,1823,1819
20130222,2100,66,217
20130223,1700,74,226
20130223,2000,614,65
20130223,2000,111271,70
20130224,2100,73,219
20130223,2000,294,58
20130224,1700,59,378
20130223,2000,72,379
20130224,1400,110456,1809
20130301,2100,58,614
20130302,2000,226,1823
20130302,2000,219,294
20130302,2000,1809,111271
20130303,2100,65,59
20130303,1700,1819,72
20130302,2000,378,66
20130303,1400,379,73
20130302,1700,70,74
20130302,2000,217,110456
20130309,1700,73,1823
20130308,2100,74,1819
20130309,2000,614,217
20130309,2000,111271,226
20130310,1700,110456,65
20130310,1400,72,70
20130310,2100,66,219
20130309,2000,59,58
20130309,2000,294,379
20130309,2000,378,1809
20130316,2000,219,614
20130316,2000,70,294
20130317,1400,65,111271
20130315,2100,1809,59
20130316,2000,1823,72
20130317,1700,58,66
20130317,2100,1819,73
20130316,1700,217,378
20130316,2000,379,74
20130316,2000,226,110456
20130330,2000,74,1823
20130330,2000,294,1819
20130331,1700,59,217
20130330,1700,66,226
20130331,1400,378,65
20130331,2100,73,70
20130329,2100,72,219
20130330,2000,110456,58
20130330,2000,111271,379
20130330,2000,614,1809
20130406,2000,226,614
20130406,2000,1823,294
20130406,2000,1819,111271
20130406,1700,65,217
20130407,2100,219,59
20130406,2000,1809,72
20130407,1700,379,66
20130405,2100,74,73
20130406,2000,58,378
20130407,1400,70,110456
20130413,2000,614,1823
20130414,1400,110456,1819
20130413,1700,72,226
20130412,2100,59,70
20130414,2100,65,219
20130413,2000,294,73
20130413,2000,217,58
20130413,2000,378,379
20130413,2000,111271,74
20130414,1700,66,1809
20130421,2100,1819,614
20130421,2100,74,294
20130421,2100,1823,111271
20130421,2100,1809,217
20130421,2100,226,59
20130421,2100,58,65
20130421,2100,73,72
20130421,2100,70,66
20130421,2100,219,378
20130421,2100,379,110456
20130427,2000,110456,1823
20130428,2100,66,1819
20130427,2000,72,294
20130428,1700,65,226
20130427,2000,614,70
20130427,2000,217,219
20130427,2000,111271,73
20130426,2100,59,379
20130427,1700,378,74
20130428,1400,58,1809
20130504,2000,379,614
20130504,2000,294,111271
20130504,2000,226,217
20130504,1700,1819,59
20130503,2100,1809,65
20130505,1400,74,72
20130504,2000,1823,66
20130505,1700,219,58
20130504,2000,70,378
20130505,2100,73,110456
20130511,2000,59,1823
20130512,1400,217,1819
20130511,2000,614,294
20130511,2000,378,226
20130511,1700,58,70
20130511,2000,111271,72
20130512,2100,66,73
20130512,1700,65,379
20130511,2000,110456,74
20130510,2100,219,1809
20130518,2100,74,614
20130518,2100,379,217
20130518,2100,294,59
20130518,2100,70,65
20130518,2100,1819,219
20130518,2100,72,66
20130518,2100,1823,58
20130518,2100,73,378
20130518,2100,226,1809
20130518,2100,111271,110456
20130526,2100,378,1823
20130526,2100,65,1819
20130526,2100,110456,294
20130526,2100,59,111271
20130526,2100,58,226
20130526,2100,1809,70
20130526,2100,614,72
20130526,2100,217,73
20130526,2100,219,379
20130526,2100,66,74
