Date,Local Time,Home ID,Away ID
20120512,1300,111139,697
20120512,1330,698,688
20120512,1630,691,101112
20120512,1630,687,695
20120512,1730,693,696
20120512,1900,111144,111065
20120513,1030,112134,689
20120513,1600,111928,111070
20120515,1730,698,111140
20120516,1630,688,694
20120519,1400,101112,111144
20120519,1630,111139,689
20120519,1630,688,111651
20120519,1630,691,698
20120519,1730,695,112134
20120519,1800,694,696
20120519,1930,111070,697
20120519,1930,111928,687
20120520,1600,111140,693
20120523,1600,689,111070
20120523,1730,693,695
20120523,1900,111144,687
20120523,1930,697,111928
20120526,1130,698,697
20120526,1330,111651,112134
20120526,1600,687,693
20120526,1630,688,691
20120526,1800,111065,695
20120526,1800,694,111139
20120526,1900,111140,101112
20120526,1930,111070,111144
20120527,1330,696,111928
20120602,1630,691,693
20120610,1600,101112,698
20120616,1400,698,695
20120616,1600,112134,688
20120616,1600,101112,694
20120616,1630,111139,111144
20120616,1630,691,687
20120616,1730,696,111651
20120616,1930,111070,111065
20120617,1400,693,689
20120617,1600,697,111140
20120620,1800,111065,697
20120620,1800,698,111651
20120620,1830,694,111928
20120620,1900,111144,696
20120620,1930,111070,111139
20120620,2000,101112,689
20120623,1330,111651,691
20120623,1600,112134,696
20120623,1630,111139,698
20120623,1730,693,687
20120623,1800,111065,111928
20120623,1800,695,111070
20120623,1930,697,101112
20120624,1400,111140,111144
20120624,1600,689,688
20120627,1630,111139,111651
20120629,1700,696,693
20120630,1600,111651,689
20120630,1630,688,111139
20120630,1630,691,111144
20120630,1700,687,111065
20120630,1700,698,112134
20120630,1800,694,111140
20120630,1900,111928,697
20120703,1730,698,693
20120703,1930,111140,111928
20120704,1630,111139,696
20120704,1800,695,111651
20120704,1830,694,101112
20120704,1900,111065,111144
20120704,1930,697,112134
20120707,1730,696,698
20120707,1800,111065,111140
20120707,1800,695,111928
20120707,1930,111070,101112
20120707,2000,111144,694
20120708,1200,693,697
20120708,1400,112134,111651
20120708,1600,691,689
20120708,1630,111139,687
20120711,1600,111651,101112
20120714,1600,112134,111139
20120714,1630,691,111651
20120714,1630,687,696
20120714,1730,693,101112
20120714,1800,694,695
20120714,1930,111928,111065
20120714,2000,111140,697
20120715,1300,689,111144
20120715,1800,698,688
20120718,1000,689,693
20120718,1300,111070,111140
20120718,1600,111651,694
20120718,1700,111139,691
20120718,1730,698,696
20120718,1900,101112,697
20120718,1930,111928,695
20120720,1800,698,111139
20120721,1130,689,112134
20120721,1630,687,688
20120721,1730,696,691
20120721,1800,695,111140
20120721,1900,111065,694
20120721,1900,697,111070
20120722,1600,101112,111928
20120727,1800,111065,101112
20120728,1330,111651,698
20120728,1630,111139,689
20120728,1700,695,697
20120728,1730,696,687
20120728,1800,694,111144
20120728,1930,111928,693
20120728,2000,111140,111070
20120729,1600,112134,691
20120803,1700,698,689
20120804,1630,111139,112134
20120804,1630,688,687
20120804,1630,691,696
20120804,1730,693,111651
20120804,1800,694,111065
20120805,1600,111140,695
20120805,1900,111144,697
20120810,1700,689,698
20120811,1600,101112,111065
20120811,1630,687,111651
20120811,1730,696,688
20120811,1800,695,694
20120811,1930,111928,111144
20120812,1600,691,111139
20120812,1600,112134,693
20120812,2000,111070,697
20120815,1600,687,697
20120815,1630,111651,111140
20120815,1900,101112,695
20120818,1300,111144,101112
20120818,1330,111651,696
20120818,1630,111139,111928
20120818,1730,693,691
20120818,1800,111065,695
20120818,1800,694,111070
20120819,1400,688,112134
20120819,1600,689,111140
20120819,1800,698,687
20120822,1630,688,693
20120824,1630,112134,111065
20120825,1330,111139,688
20120825,1630,687,691
20120825,1730,698,111651
20120825,1930,111140,101112
20120825,1930,111070,111144
20120825,1930,111928,694
20120826,1600,697,695
20120826,1800,696,689
20120829,1700,688,689
20120829,1700,691,111070
20120829,1700,112134,687
20120831,1930,111140,694
20120901,1630,691,112134
20120901,1630,687,111139
20120901,1730,696,111651
20120901,1800,111065,688
20120901,1900,697,101112
20120902,1600,693,698
20120902,1600,695,111144
20120902,1800,111928,111070
20120905,1700,691,687
20120905,1800,694,111140
20120906,1730,698,111065
20120908,1300,111144,111070
20120912,1600,111651,693
20120914,1730,696,698
20120915,1000,111651,112134
20120915,1230,111140,111144
20120915,1600,689,687
20120915,1630,688,691
20120915,1730,693,111139
20120915,1730,695,101112
20120915,1930,111070,111928
20120916,1600,697,694
20120919,1600,689,696
20120919,1630,687,111070
20120919,1930,111928,111140
20120920,1700,112134,688
20120922,1000,111139,696
20120922,1630,691,689
20120922,1700,111065,111140
20120922,1730,693,687
20120922,1930,697,111651
20120923,1300,112134,698
20120923,1600,688,111070
20120923,1630,101112,694
20120923,1900,111144,111928
20120928,1730,696,693
20120929,1600,689,111651
20120929,1630,687,112134
20120929,1730,698,691
20120929,1800,101112,111144
20120929,1930,111140,688
20120929,1930,111070,111065
20120929,1930,111928,695
20120930,1600,694,697
20121003,1730,693,112134
20121003,1900,101112,111070
20121006,1000,111651,688
20121006,1230,689,693
20121006,1600,112134,691
20121006,1730,698,111139
20121006,1800,694,111928
20121006,1800,697,111065
20121007,1300,687,696
20121007,1600,111070,695
20121007,1900,111144,111140
20121017,1900,111144,111065
20121020,1330,111651,111139
20121020,1600,689,696
20121020,1630,688,687
20121020,1630,691,693
20121020,1630,698,112134
20121020,1930,111070,694
20121021,1600,111928,697
20121021,1600,101112,111140
20121021,1800,111144,695
20121024,1730,696,112134
20121027,1030,112134,689
20121027,1100,111139,691
20121027,1300,693,688
20121027,1530,111140,111928
20121027,1800,111065,101112
20121027,1800,694,698
20121028,1300,687,111651
20121028,1600,695,111070
20121028,1800,697,111144
