Date,Local Time,Home ID,Away ID
20121104,1600,9,13
20121105,2000,109,17
20121110,1500,1,144
20121110,1500,7,106
20121110,1500,13,19
20121110,1500,1793,1792
20121110,1500,17,1960
20121110,1500,1806,15
20121110,1500,1917,109
20121110,1730,2,11
20121111,1330,10,18
20121111,1600,5,9
20121117,1245,1,18
20121117,1500,9,1917
20121117,1500,10,2
20121117,1500,13,1960
20121117,1500,15,17
20121117,1500,1793,7
20121117,1500,109,5
20121117,1730,1792,11
20121118,1600,144,106
20121119,2000,19,1806
20121124,1245,1960,9
20121124,1500,7,1792
20121124,1500,11,15
20121124,1500,17,13
20121124,1500,1806,144
20121124,1500,18,19
20121124,1500,1917,1793
20121124,1730,2,1
20121125,1330,106,109
20121125,1600,5,10
20121127,1945,11,19
20121127,1945,17,1792
20121127,1945,1806,13
20121127,1945,106,15
20121127,1945,1960,109
20121127,1945,18,9
20121127,2000,2,1793
20121128,1945,5,144
20121128,1945,7,1
20121128,2000,1917,10
20121201,1500,144,18
20121201,1500,10,7
20121201,1500,13,1917
20121201,1500,1792,106
20121201,1500,15,2
20121201,1500,1793,11
20121201,1500,109,1806
20121201,1730,9,17
20121202,1330,19,5
20121202,1600,1,1960
20121208,1500,1,109
20121208,1500,2,1806
20121208,1500,7,18
20121208,1500,144,13
20121208,1500,17,1793
20121208,1500,106,5
20121208,1500,1960,1792
20121208,1500,1917,15
20121209,1330,19,9
20121209,1600,10,11
20121215,1500,5,17
20121215,1500,9,2
20121215,1500,1792,1917
20121215,1500,15,144
20121215,1500,1806,7
20121215,1500,109,19
20121215,1730,18,1960
20121216,1330,1793,1
20121216,1600,13,10
20121217,2000,11,106
20121222,1500,5,2
20121222,1500,9,144
20121222,1500,13,15
20121222,1500,17,106
20121222,1500,1960,11
20121222,1500,18,1806
20121222,1500,109,1792
20121222,1500,19,7
20121223,1330,10,1793
20121223,1600,1917,1
20121226,1330,1,19
20121226,1500,2,18
20121226,1500,7,1917
20121226,1500,144,17
20121226,1500,1792,5
20121226,1500,15,109
20121226,1500,1793,1960
20121226,1500,1806,9
20121226,1730,106,10
20121226,2000,11,13
20121229,1500,2,1917
20121229,1500,144,1960
20121229,1500,11,109
20121229,1500,1792,10
20121229,1500,15,9
20121229,1500,1793,19
20121229,1500,106,18
20121229,1730,1,13
20121230,1330,1806,17
20121230,1600,7,5
20130101,1300,13,7
20130101,1500,9,106
20130101,1500,10,1806
20130101,1500,17,1
20130101,1500,1960,2
20130101,1500,18,1793
20130101,1500,109,144
20130101,1500,19,1792
20130101,1730,5,15
20130101,2000,1917,11
20130112,1245,1806,5
20130112,1500,2,17
20130112,1500,7,1960
20130112,1500,144,1917
20130112,1500,1792,13
20130112,1500,1793,109
20130112,1500,106,19
20130112,1730,15,18
20130113,1330,1,10
20130113,1600,11,9
20130119,1500,9,1792
20130119,1500,10,144
20130119,1500,13,1793
20130119,1500,17,7
20130119,1500,1960,1806
20130119,1500,109,2
20130119,1500,1917,106
20130120,1330,18,11
20130120,1600,5,1
20130121,2000,19,15
20130129,1945,2,13
20130129,1945,11,17
20130129,1945,1792,18
20130129,1945,15,10
20130129,1945,1806,1917
20130129,1945,106,1960
20130129,2000,1793,5
20130130,1945,7,109
20130130,1945,144,19
20130130,2000,1,9
20130202,1245,144,11
20130202,1500,1,1806
20130202,1500,7,2
20130202,1500,15,1792
20130202,1500,1793,106
20130202,1500,19,1960
20130202,1500,1917,17
20130203,1330,13,5
20130203,1600,10,9
20130204,2000,109,18
20130209,1245,5,1917
20130209,1245,18,13
20130209,1500,2,19
20130209,1500,9,109
20130209,1500,1792,144
20130209,1500,1806,1793
20130209,1500,1960,15
20130209,1730,106,1
20130210,1330,17,10
20130210,1600,11,7
20130223,1245,15,11
20130223,1500,1,2
20130223,1500,144,1806
20130223,1500,1792,7
20130223,1500,1793,1917
20130223,1500,109,106
20130223,1730,19,18
20130224,1330,9,1960
20130224,1600,10,5
20130225,2000,13,17
20130302,1245,18,1
20130302,1500,2,10
20130302,1500,5,109
20130302,1500,7,1793
20130302,1500,17,15
20130302,1500,1806,19
20130302,1500,106,144
20130302,1500,1917,9
20130303,1330,1960,13
20130303,1600,11,1792
20130309,1245,1,7
20130309,1500,13,1806
20130309,1500,1792,17
20130309,1500,15,106
20130309,1500,1793,2
20130309,1500,109,1960
20130309,1500,19,11
20130309,1730,144,5
20130310,1330,10,1917
20130310,1600,9,18
20130316,1245,5,19
20130316,1500,2,15
20130316,1500,11,1793
20130316,1500,17,9
20130316,1500,106,1792
20130316,1500,18,144
20130316,1500,1917,13
20130317,1330,1806,109
20130317,1600,1960,1
20130318,2000,7,10
20130330,1500,1,1793
20130330,1500,7,1806
20130330,1500,144,15
20130330,1500,17,5
20130330,1500,1960,18
20130330,1500,19,109
20130330,1500,1917,1792
20130330,1730,10,13
20130331,1330,2,9
20130331,1600,106,11
20130406,1245,5,106
20130406,1500,9,19
20130406,1500,13,144
20130406,1500,1792,1960
20130406,1500,15,1917
20130406,1500,1793,17
20130406,1730,109,1
20130407,1330,18,7
20130407,1600,11,10
20130408,2000,1806,2
20130413,1245,1,1792
20130413,1500,2,144
20130413,1500,7,15
20130413,1500,10,109
20130413,1500,17,19
20130413,1500,1917,1960
20130413,1730,1806,11
20130414,1330,13,106
20130414,1600,5,18
20130415,2000,1793,9
20130420,1245,15,1806
20130420,1500,144,1
20130420,1500,11,2
20130420,1500,1792,1793
20130420,1500,106,7
20130420,1500,1960,17
20130420,1500,109,13
20130420,1500,19,1917
20130421,1330,9,5
20130421,1600,18,10
20130427,1245,2,106
20130427,1500,5,1960
20130427,1500,7,144
20130427,1500,17,109
20130427,1500,1806,1792
20130427,1500,1917,18
20130427,1730,13,9
20130428,1330,1793,15
20130428,1600,1,11
20130429,2000,10,19
20130504,1245,1960,10
20130504,1500,144,1793
20130504,1500,1792,2
20130504,1500,106,1806
20130504,1500,18,17
20130504,1500,109,1917
20130504,1500,19,13
20130504,1730,15,1
20130505,1330,9,7
20130505,1600,11,5
20130512,1330,1793,10
20130512,1500,1,1917
20130512,1600,2,5
20130512,1500,7,19
20130512,1500,144,9
20130512,1500,1792,109
20130512,1500,15,13
20130512,1500,1806,18
20130512,1500,106,17
20130513,2000,11,1960
20130519,1500,5,7
20130519,1500,9,15
20130519,1500,10,1792
20130519,1500,13,1
20130519,1500,17,1806
20130519,1500,1960,144
20130519,1500,18,106
20130519,1500,109,11
20130519,1500,19,1793
20130519,1500,1917,2
